date,[btc] TBTC,[btc] WBTC,[btc] renBTC,[btc] SBTC,[stablecoin] DAI,[stablecoin] USDC,[stablecoin] USDT,[veth2] WETH,[veth2] vETH2,[aleth] WETH,[aleth] alETH,[aleth] sETH,[d4] alUSD,[d4] FEI,[d4] FRAX,[d4] LUSD,[stablecoin_v2] DAI,[stablecoin_v2] USDC,[stablecoin_v2] USDT
2022-01-05T00:00:00+00:00,0,207009.0856774298,143133.373203497,0,5941.8184211998737037,0,0,0,0,10427.468380867856,0,0,1489334.330657661132,2886129.241577769426,2211301.254735431200,60441.987273111066,0,1110944.369162000000,3427.6010800000000000
2022-01-04T00:00:00+00:00,0,50377.866403747495,0,0,0,0,1228.1888500000000000,0,0,1307333.5743867408,1904429.4013394685,476207.73719407746,0,100020.7916067612573698,14935.204729376660,75254.969991454600,0,0,0
2022-01-03T00:00:00+00:00,0,23395.621553432804,132954.3714297008,0,0,0,0,0,0,121557.10727833203,0,0,0,0,641098.402868618734,403890.281174119821,4093.9817241038124789,0,0
2022-01-02T00:00:00+00:00,0,17765.0366790361,52934.199306667695,0,2749.6015590786598295,0,0,0,0,42358.174255444006,0,0,0,0,112559.985041135215,526720.408426143902,0,0,0
2022-01-01T00:00:00+00:00,0,32815.408445633,0,0,4834.4237182042061521,0,0,0,0,26161.151942494147,13320.40311939587,0,0,0,139637.5951311145112056,85020.315421137109,0,0,340765.224382000000
2021-12-31T00:00:00+00:00,0,53977.4843219474,51142.9821935116,0,0,7281.8218310000000000,4565.0478170000000000,0,0,34852.67055952813,1859.466730072368,1857.4561890731675,0,243089.448167453152,311449.638361343277,0,0,0,0
2021-12-30T00:00:00+00:00,0,25984.0239868881,55713.9141481951,0,15148.589431504479,5169.4787160000000000,7484.0284160000000000,0,0,111035.35851913005,0,0,0,2570660.030060960447,230508.312126130616,0,831.4090413079504817,0,0
2021-12-29T00:00:00+00:00,0,0,0,0,8406.6187062944292792,19417.057623000000,0,0,0,28498.998790655613,0,0,1051983.110563082995,0,851781.313684736516,48551.491803595153,0,0,0
2021-12-28T00:00:00+00:00,0,0,0,0,0,0,0,0,0,2524.1051031738803,1476663.1849041083,0,659671.558765983375,3466955.695351160297,456630.202590427449,970397.818879718440,0,49.9749280000000000,0
2021-12-27T00:00:00+00:00,0,0,135583.9021647396,0,0,0,0,0,0,14321.352424350818,183.58290469994535,0,0,1530023.645954807788,94761.629687963628,501662.430539128505,0,0,84.5479350000000000
2021-12-26T00:00:00+00:00,0,0,16114.5625199328,0,0,0,0,0,0,3064.6427971593253,574.9645423119349,0,0,0,41511.316517688964,377675.075294919266,999.5988676622813306,186.7033850000000000,186.5994390000000000
2021-12-25T00:00:00+00:00,0,0,0,0,0,0,0,0,0,541200.9875757761,0,0,0,0,1948826.198774019898,1568272.335796289502,0,0,0
2021-12-24T00:00:00+00:00,0,0,0,0,0,0,0,0,0,353590.90895035194,205.73938985835053,2053.8300454670175,0,1522936.124589896140,400563.517658095498,1965118.081932552872,0,0,374760.154551000000
2021-12-23T00:00:00+00:00,0,2227.4194881149997,0,0,0,0,0,0,0,89525.73998751826,91725.9266900753,0,0,468916.689867548033,2727127.209817735862,0,0,0,335996.668089000000
2021-12-22T00:00:00+00:00,0,0,0,0,0,0,0,0,0,9561.731899548446,0,1206.3167087663312,0,0,284360.3238608401773974,394781.921198917034,24836.030116940404,0,0
2021-12-21T00:00:00+00:00,0,0,0,0,0,0,0,0,0,31673.45469042943,0,4912.8214949070525,0,0,154250.8218737084249449,501872.609167385408,0,0,0
2021-12-20T00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,263280.523198339898,1280812.423167713699,1571893.249675022441,100902.506898141661,0,0,0
2021-12-19T00:00:00+00:00,0,0,0,0,0,0,0,0,0,79492.87684761138,213842.15107684434,0,549514.670113070326,0,596985.351506344425,582332.121082229886,2092.6189560329430537,167.8994930000000000,608.4840620000000000
2021-12-18T00:00:00+00:00,161354.50222688663,165762.5952270013,0,0,0,0,0,0,0,35989.78259485938,0,0,11132.611009616174,2340000.219100499532,12287.318620079114,61609.305025238302,0,0,1474.3105970000000000
2021-12-17T00:00:00+00:00,0,94977.56702564479,0,0,0,0,0,0,0,9912.532049277912,0,0,1743523.162004062653,3706975.936184420245,2730476.3401275552934603,169535.271233519675,0,659.9839450000000000,7.7685400000000000
2021-12-16T00:00:00+00:00,0,0,0,0,0,0,0,0,0,39665.84030373216,0,0,3826.2542519719233998,824790.916621280861,376608.791134771224,1429652.437354942712,0,0.99953200000000000000,0
2021-12-15T00:00:00+00:00,0,17381.24718682,0,204610.38059681153,0,0,0,0,0,24516.746856521582,0,0,1158538.194880147017,2793305.8534664779090265,1463830.626638182960,1650615.6869031435205442,139.5077045850459756,6449.0279000000000000,480115.477237000000
2021-12-14T00:00:00+00:00,0,0,0,166289.83482405098,0,0,0,0,0,82750.07534857419,0,1009555.3353238598,13771.2305594280168400,1711285.502239518857,195265.040951064654,323614.950159240505,1010.3705105496046905,0,0
2021-12-13T00:00:00+00:00,0,65151.406940397006,0,0,0,0,0,0,0,185.52889956922039,0,753594.9894506534,548817.3539595373842861,127812.7195821458573948,334635.411724645124,1246198.514098969019,0,21.0004190000000000,9.9918630000000000
2021-12-12T00:00:00+00:00,0,0,0,0,0,0,0,0,0,1198782.2691612202,0,8518.266022535165,328556.120735050335,918323.597163817377,1284333.245179669962,1168902.1611203207509772,14.9897495357081800,1148.3429370000000000,94.5686190000000000
2021-12-11T00:00:00+00:00,0,2508.6620093864,0,0,0,0,0,0,0,7763.683890274624,0,0,0,1034279.202602698100,298793.567790914066,435488.243402975684,1.9986320366538409,2800.0057030000000000,1.9983960000000000
2021-12-10T00:00:00+00:00,0,0,0,0,0,0,0,0,0,97844.02370402895,7955.146058465919,0,531435.093830741694,852060.278133554921,565881.162782407820,957897.767276824410,2501.2355496513346454,0,3434.7545890000000000
2021-12-09T00:00:00+00:00,0,0,0,0,0,0,0,0,0,4814.101292861498,0,0,754755.720283681883,721839.8707687618099335,1015902.790068028302,353073.811435557376,0,422252.329146000000,0
2021-12-08T00:00:00+00:00,100178.80795920978,0,0,0,0,0,0,0,0,144413.6472768977,2135.376971272075,0,0,738241.3821930172411755,264365.4936297948288660,541650.186083786321,20.9823446645780566,1273.9854380000000000,217.2052730000000000
2021-12-07T00:00:00+00:00,248921.2711668972,122912.13815505819,253167.870378022,0,0,0,0,0,0,18898.461607904053,261021.21744357623,0,21074.9499723296905108,505133.789492903104,0,550515.527354809161,109.9418781071118862,0,1098.7842680000000000
2021-12-06T00:00:00+00:00,0,0,24870.349126473397,0,0,0,0,0,0,149408.8832298431,0,0,2954809.5188121561035458,3785282.781153650951,593256.9928927260912602,195152.814792892310,0,512235.634330000000,509.5022370000000000
2021-12-05T00:00:00+00:00,0,2830.8842799952,0,0,0,0,0,0,0,614873.7540160988,4122.440314086847,0,1970669.622316459437,987359.265997088882,2461014.830141558463,4272898.562437363643,0,269.0168930000000000,268620.871644000000
2021-12-04T00:00:00+00:00,2690.428626291062,0,80735.2609691649,0,0,0,0,0,0,915806.7794993408,0,0,0,2064990.0874532778088951,1961904.0646269928228682,688214.314573960096,0,502029.0095020000000000,199.8418240000000000
2021-12-03T00:00:00+00:00,0,4301.769017006301,0,0,0,0,4997.0618890000000000,0,0,1151579.3210792234,0,0,2138001.0629975309414765,2077268.106719606846,1046930.383196308051,1146969.803648996139,1019.6527815353496776,0,73755.879813000000
2021-12-02T00:00:00+00:00,352.44505066049584,0,0,0,0,0,0,0,0,6762.864010252428,4581.571616018356,0,237786.1353880403773853,199049.1686497014884186,648884.8161803865714870,299107.634454149948,0,2846.7090950000000000,2848.5837040000000000
2021-12-01T00:00:00+00:00,0,0,0,0,0,0,0,0,0,4106156.666661247,4577824.520225189,0,5748.6047911338612131,82253.626298586820,112448.692998526749,0,0,100011.959501000000,1218.9335170000000000
2021-11-30T00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,398.89290951409237,0,0,523231.293885180954,984905.021265169363,0,0,0
2021-11-29T00:00:00+00:00,285121.85481927055,295909.6231021154,0,0,0,0,0,0,0,1713124.9264846458,0,0,5323.4511951870337338,2207804.506551108629,701517.3193129894030022,18876.688387942430,0,0,0
2021-11-28T00:00:00+00:00,275378.5948530898,54505.1565221951,276203.88056878274,0,0,0,0,0,0,52331.47885999942,0,0,0,1733170.517563233326,1817405.7231708820506773,208049.308776140005,0,1710.1685090000000000,400.3701010000000000
2021-11-27T00:00:00+00:00,476503.03225280414,0,271405.3364914788,271569.74857210193,0,0,0,0,0,26473.087959792854,10082.455537055355,40.33513936477657,0,572650.580090881887,0,1741183.301769281250,5.0000563260049982,0,0
2021-11-26T00:00:00+00:00,0,0,0,0,0,0,0,0,0,137633.8199232365,0,0,0,4068471.6345066616996695,2387625.035441594959,1865490.058180818181,0,234.3350320000000000,234.3601370000000000
2021-11-25T00:00:00+00:00,197810.6241054799,252746.15622047998,287781.3093902496,0,0,0,0,0,0,32264.701945108965,18831.87131150555,0,0,95074.4637171101853267,0,907492.099042535266,0,1567.6117800000000000,0
2021-11-24T00:00:00+00:00,0,0,57998.57361056781,0,0,0,0,0,0,0,0,87.22199291302815,0,205639.976562307719,437967.731245305932,1122385.963388577681,0,34831.780782000000,9.9905290000000000
2021-11-23T00:00:00+00:00,0,5522.7541365732,0,0,0,0,0,0,0,314338.92056153563,0,0,350376.665922485917,2852308.4215978225485166,0,5221139.990352856580,18.3977878223970509,4063.6258290000000000,0
2021-11-22T00:00:00+00:00,0,0,0,0,0,0,2091.7788240000000000,0,0,40295.68143043346,38806.294848914906,0,0,4565224.6018262481351066,3139102.589768000731,2401566.358461836214,0,0,563062.064149000000
2021-11-21T00:00:00+00:00,0,0,0,0,0,0,0,0,0,1019356.0890011175,0,0,0,1113590.639180239068,0,1642270.743694820302,13.7965863464466813,435.7691610000000000,10544.612274000000
2021-11-20T00:00:00+00:00,0,0,0,0,0,0,3745.4105870000000000,0,0,514952.8613259182,12901.778239724097,14870.405029822112,0,0,0,596810.209141937027,0,2777.1206090000000000,542387.524481000000
2021-11-19T00:00:00+00:00,4211.025425552493,0,0,271704.9488009142,0,0,0,0,0,73538.55188312987,0,0,5200.3718850105443523,1179237.043095062957,3398.2940594230464507,1038783.697771660418,1009.5257304646153532,352631.4983770000000000,512646.7797020000000000
2021-11-18T00:00:00+00:00,5080.95167701886,20853.374714509,0,0,0,0,0,0,0,31543.071736296763,14988.017296683065,0,0,308998.264445730546,879974.5355019056291062,200130.074281907881,99.8642104213589638,829971.6184120000000000,923986.0312510000000000
2021-11-17T00:00:00+00:00,367.3197105354998,13667.513374873,0,107615.59969759829,4620.0351863915363249,0,0,0,0,1142164.946849545,537212.8829748244,80.09667227433842,0,1481300.3455258276107892,691182.2961455498704873,1067303.926017022634,18.9837832134258522,183292.1381810000000000,393393.8745240000000000
2021-11-16T00:00:00+00:00,434.9166432746182,0,0,307250.83024383883,0,0,0,0,0,118677.489569829,202.74537004371211,7254.8535337314715,0,1193037.393650511707,1040968.1720184281549736,975338.5890087967581689,153085.46154898197599108600,184725.7273180000000000,13056.461254000000000000000000
2021-11-15T00:00:00+00:00,0,0,0,0,0,0,0,0,0,29383.23021529768,1188.891918511354,810.6250113114096,0,498643.524665702418,0,1117442.720771910859,37948.6998021629214044,40089.8112800000000000,8902.1316550000000000
2021-11-14T00:00:00+00:00,0,0,0,0,0,0,0,0,0,37048.52636604866,3082.141718317647,5757.714486690271,0,856164.3561389637142095,1256635.764095673648,1488356.5145235189738109,351341.62103713622062841300,353228.1189760000000000,41773.9136290000000000
2021-11-13T00:00:00+00:00,0,0,0,0,0,0,0,0,0,59334.775521896605,12043.767021676427,53077.82850393177,0,8486.4612447161398322,289257.3177876844519243,0,84210.04551639883391033100,80935.9504920000000000,18047.9169780000000000
2021-11-12T00:00:00+00:00,0,0,0,0,0,0,0,0,0,17680.331652525896,235.91077384671658,12083.60631021243,0,85475.215525802953,475511.257484444968,1717467.997697697143,47433.4167198354570792,93212.3758590000000000,74435.9993850000000000
2021-11-11T00:00:00+00:00,10028.398083491667,0,105743.6840149906,0,0,0,0,0,0,11550.803054563032,4623.817253682972,735.1147257495909,0,1023005.461507621116,734493.1477249621788526,0,79291.1141442712006885,88816.5982010000000000,5047.0462870000000000
2021-11-10T00:00:00+00:00,420624.670843363,0,367823.0800246086,0,0,0,0,0,0,236880.58820939288,118.44937588223397,28.893556865652716,710283.885112874646,795632.601452164121,1633367.0800048707246769,1573912.841112612342,13386.1841563842623749,28861.0413640000000000,51607.5534050000000000
2021-11-09T00:00:00+00:00,0,0,0,0,0,0,0,0,0,4479.554115697051,48.16699269382124,25.039772385197757,0,1249420.866770462295,443314.984064535771,0,249.9693463256732139,21186.4518770000000000,28409.4967030000000000
2021-11-08T00:00:00+00:00,0,0,0,0,0,0,0,0,0,85344.46008157847,0,1387.4005573855586,5842.5892957139494518,0,0,2604470.211977893092,83287.6326439007928660,52029.0992220000000000,50783.4576210000000000
2021-11-07T00:00:00+00:00,0,0,0,0,0,0,0,0,0,222226.7926469612,4634.440429037866,23351.067440387033,399456.776959489967,1096993.872861304851,1940936.078885909329,1174908.157195203292,32439.59127861943638134400,26890.2285570000000000,12540.4307930000000000
2021-11-06T00:00:00+00:00,0,95022.59012815659,0,0,0,0,701.2680590000000000,0,0,37155.09861286575,0,9592.271062276395,171.9040983799742137,901884.370446943943,1189528.156761213769,1436508.333229962099,21139.6419964687810071,27212.21919900000000000000,4681.8457870000000000
2021-11-05T00:00:00+00:00,506142.2349519178,489716.729076684,394450.50400207203,423.1081481583454,0,0,0,0,0,6854.16683962508,0,11873.640022694357,13018.455347794664,942223.474356676703,705380.408780983859,354702.429368502355,84604.5362591520821120,43538.0701970000000000,1125.4879550000000000
2021-11-04T00:00:00+00:00,0,0,0,0,0,0,9994.7808020000000000,0,0,84395.38677634418,0,45.96966283576945,9982.0988805034755879,0,213588.1332905566833890,969102.166385740988,55372.6489086641823939,36601.5661170000000000,0
2021-11-03T00:00:00+00:00,0,0,0,0,0,0,3162.2973000000000000,0,0,42948.9180820557,916.2181914455552,458.60548942274534,98.8724564516332327,0,0,971400.202975904935,18782.3981826148004773,92608.9757220000000000,512095.745917000000
2021-11-02T00:00:00+00:00,75242.7269002598,0,0,0,0,0,0,0,0,67034.44492397389,0,43.33232089275331,979437.246626478829,1646457.824725782364,844141.9036431284306686,2242737.862484510962,121311.839078228457,0,0
2021-11-01T00:00:00+00:00,0,0,0,0,0,0,0,0,0,38089.379915503356,0,10729.395729495045,6660.8870423791031167,242732.272128876941,0,1426417.896541214115,47877.3214903863382185,241206.1559700000000000,12394.6136690000000000
2021-10-31T00:00:00+00:00,0,16384.7422299634,0,0,0,0,5387.3675860000000000,0,0,21229.848247540198,0,86.5996483304207,0,1965046.172731154817,948154.362717802077,4956625.9612372775648175,106782.4436046713173479,392461.4187190000000000,512057.3951640000000000
2021-10-30T00:00:00+00:00,0,0,0,0,0,0,0,0,0,11941.523322310832,4425.805412916473,0,2339980.516066602502,2621213.321172804443,3283330.988682725784,134432.012872097179,1822.0737274888961570,5005.3192030000000000,12903.6162420000000000
2021-10-29T00:00:00+00:00,136775.24773552414,0,517661.304150368,0,0,0,0,0,0,749.9750281755565,0,428.6069575848331,0,1050903.572010916906,0,0,0,6214.7185450000000000,0
2021-10-28T00:00:00+00:00,0,0,0,0,0,0,0,0,0,14755.31497913064,0,5703.686781539167,1025904.303627948642,1882741.744663292248,0,1374673.303586269054,999.7545790395193857,9600.4866760000000000,12434.0675400000000000
