date,[btc] TBTC,[btc] WBTC,[btc] renBTC,[btc] SBTC,[stablecoin] DAI,[stablecoin] USDC,[stablecoin] USDT,[veth2] WETH,[veth2] vETH2,[aleth] WETH,[aleth] alETH,[aleth] sETH,[d4] alUSD,[d4] FEI,[d4] FRAX,[d4] LUSD,[stablecoin_v2] DAI,[stablecoin_v2] USDC,[stablecoin_v2] USDT
2022-02-08T00:00:00+00:00,0,56812.937783721005,30976.6404434706,0,0,0,0,0,0,2499928.9236991396,0,0,0,1869285.5826337165653403,0,619958.689745360115,0,0,0
2022-02-07T00:00:00+00:00,0,42691.573238424004,34605.7525671105,0,0,0,10.9817080000000000,0,0,8401.928768608568,0,1117881.6523076352,0,242191.816685213851,0,957188.503958990432,0,0,0
2022-02-06T00:00:00+00:00,0,0,0,0,0,0,0,0,0,641133.9994181242,0,0,0,576275.389275013846,0,304811.256585894151,0,0,0
2022-02-05T00:00:00+00:00,35931.98386188869,8380.477821691598,9350.8090051744,0,0,0,0,0,0,38872.682693662086,0,2560388.7922434085,0,1408296.974795014232,186338.268990804084,1109524.905395315236,0,0,411389.953211000000
2022-02-04T00:00:00+00:00,0,8687.4740031119,55724.6585851129,0,0,0,0,0,0,1364445.0814611618,0,0,0,712090.7224949470097992,405369.740420009069,340162.4948350771499321,0,0,0
2022-02-03T00:00:00+00:00,0,40621.31631563859,4252.7108145014,0,0,0,0,0,0,337080.31141719257,25801.6339467739,0,0,741542.687617953229,0,0,0,0,0
2022-02-02T00:00:00+00:00,0,0,5786.824091712,2363.246296525152,0,0,0,0,0,684258.1243601437,0,835899.6072742462,0,101071.483754228720,0,1224521.987740456494,0,0,0
2022-02-01T00:00:00+00:00,0,4976.9119877759995,22211.130772387998,0,0,0,0,0,0,131076.89905005269,0,5700916.698466335,607576.825940475784,24103.735287708845,0,495515.645358645005,0,0,0
2022-01-31T00:00:00+00:00,0,0,0,0,0,2679.5129880000000000,0,0,0,3359379.464723278,0,1220188.7213525735,0,576387.255032716494,307543.405664898417,478851.956296581523,0,0,0
2022-01-30T00:00:00+00:00,0,19006.075393879702,0,0,0,310.5551040000000000,0,0,0,1119.1387604548574,0,1119312.9324089407,0,0,17820.613071943066,0,0,490.0774390000000000,0
2022-01-29T00:00:00+00:00,0,0,0,89679.13053764236,0,0,0,0,0,1735763.7307669458,2518.970615999797,3254425.5785737867,0,602265.8583406530484593,118888.726447561836,573203.570630666051,0,0,0
2022-01-28T00:00:00+00:00,0,11716.802841123601,0,0,0,0,0,0,0,2533179.3205401828,823223.6478922705,0,0,3409477.6935814030689272,1919006.987472727231,1991556.714883552314,499385.318998294590,1196568.011501000000,0
2022-01-27T00:00:00+00:00,0,0,29905.884566925,0,0,0,1509.3532240000000000,0,0,439829.64336941415,974460.5079713715,0,642497.730320754656,5442889.625577631871,782175.023055541344,8288396.718629160261,174574.081847563312,757524.224374000000,0
2022-01-26T00:00:00+00:00,17907.3766617425,140004.438808836,91914.31182092601,0,0,0,0,0,0,1248897.7669992168,0,4431744.990579223,1059518.406949312238,1716982.9961365886702353,71471.686822583404,1417279.028281980214,186502.551762406332,0,0
2022-01-25T00:00:00+00:00,0,0,0,0,0,0,0,0,0,63151.98238705028,12215.724978477552,347522.8116989894,0,2086286.8673747472412598,755368.455401759716,2607721.747526140601,0,0,0
2022-01-24T00:00:00+00:00,0,81877.3509719728,50638.749329648206,0,18668.3914756684397928,822.2896670000000000,15249.588831000000,0,0,397864.66430865997,3046286.499714187,2007827.432906574,0,6972158.8829815938583707,760113.2773895340396155,5483390.3504406454171244,199.8412838906263368,58388.879296000000,0
2022-01-23T00:00:00+00:00,0,8755.7099112728,21647.528397165996,0,0,2202.4069920000000000,0,0,0,111290.44437343327,0,4608.152459370359,499528.455260338162,1858216.599547118796,779107.433753532879,1161965.9450354133976755,0,6863.4102270000000000,0
2022-01-22T00:00:00+00:00,0,80508.7006460757,0,0,22957.1689702690561552,20171.3798990000000000,14044.0403190000000000,0,0,173532.41819535583,623535.1880593428,802303.1918647874,2940861.291193435231,5684199.775536533516,6485354.7135615711013318,10214525.0719902313849149,0,131604.192185000000,2398.8755540000000000
2022-01-21T00:00:00+00:00,0,0,72838.7367604848,0,9997.1285725012984269,0,15679.5443010000000000,0,0,132001.517242803,900826.7034848128,0,2305698.2049841324291897,15639237.632336350868,14065553.2307786446015570,20110671.2706102143889947,18880.666985391622,0,1416142.525991000000
2022-01-20T00:00:00+00:00,0,41740.652821905795,0,0,0,5999.0439250000000000,0,0,0,3457058.7231117743,2052720.3391938957,0,0,1932820.9092568786753394,1104235.617130644201,0,0,0,0
2022-01-19T00:00:00+00:00,0,0,50945.01955159749,2670.3775582917106,8819.6573840323749940,0,8208.1275820000000000,0,0,30262.746715898225,887543.0817828136,0,0,168058.6559483871124354,30481.207484620929,649415.069577849727,9.9944842280498786,34440.9618480000000000,0
2022-01-18T00:00:00+00:00,0,4415.7800965199995,0,0,0,0,292.1888530000000000,0,0,220260.22854811585,0,0,0,71903.3508551054184911,1444961.544454992220,470830.9096642718054650,0,0,0
2022-01-17T00:00:00+00:00,0,0,0,0,5498.8937131242392805,14998.452344000000,12898.1175140000000000,0,0,59412.21557967663,805277.4845322773,0,67179.992383755240,139615.0107359628722254,1547169.537320257605,983355.9446720619244629,0,17035.704867000000,0
2022-01-16T00:00:00+00:00,0,70918.6773598456,36599.574184766396,0,0,0,5552.9498870000000000,0,0,0,0,0,0,411296.2197513351841330,0,0,99.9544244939569773,0,0
2022-01-15T00:00:00+00:00,0,99283.91283037199,106225.34344823401,0,0,0,0,0,0,25106.69823689176,0,0,906270.305762056771,778972.2494040352628270,1384952.768313072644,0,45929.032300199725,0,0
2022-01-14T00:00:00+00:00,0,0,0,0,0,0,0,0,0,55017.32193423817,0,0,2056753.757532522975,75125.7800586945859582,199796.364448415741,107277.855230666277,0,0,254754.627728000000
2022-01-13T00:00:00+00:00,0,8304.5824530396,0,0,0,0,0,0,0,46311.01473821656,827863.7023494982,0,0,693589.5868533478598009,0,428663.1067430834725923,0,0,552457.900902000000
2022-01-12T00:00:00+00:00,0,0,37050.6769094553,0,18044.1158533134110394,14427.8626310000000000,19945.679843000000,0,0,3165948.248936003,0,869336.0683123673,0,948217.821327354910,50598.972039475959,92880.2429839471934054,0,0,0
2022-01-11T00:00:00+00:00,0,26265.3173100552,0,0,3311.2269823804085598,0,2248.9891740000000000,0,0,20261.977808145813,0,0,1324240.402919239721,518383.1334591467136248,2862984.316926446401,777377.132847512527,107648.200490346927,1024473.008400000000,0
2022-01-10T00:00:00+00:00,0,0,0,0,2997.8514971428638377,0,0,0,0,18049.461658117638,0,0,0,3866258.916450091420,2797982.8477510542056988,665339.400277854559,736222.1524844282901619,16846.3420060000000000,250581.389384000000
2022-01-09T00:00:00+00:00,57369.29480793758,0,0,0,2790.9544922916709253,0,9895.9369430000000000,0,0,0,0,0,0,102812.7793043319589705,0,80819.0378998958201721,0,0,0
2022-01-08T00:00:00+00:00,0,0,12847.4564651875,0,15560.3458513689415285,3630.0178220000000000,8664.6343260000000000,0,0,886284.1201608907,4722.135487721136,0,0,558417.522151967778,975386.960072863573,106850.138975998419,0,0,0
2022-01-07T00:00:00+00:00,0,0,0,0,0,0,0,0,0,21430.8844222527,0,0,1025962.774925642442,100241.545936784792,1405542.080488076561,92170.483806538280,0,0,503129.256110000000
2022-01-06T00:00:00+00:00,3524.1925915184274,18746.556723207,0,0,0,0,0,0,0,206612.39147631198,2742743.756167915,56637.3632049532,0,1518098.6522867059665929,51644.459595674700,1030491.1874876989938455,0,39.9533420000000000,209203.440283000000
